VBELN,POSNR,MATNR,KWMENG,NETPR,NETWR
31834,40,ORMN1000,23,698.32,16061.43
31835,10,ORMN1000,25,10456.07,261401.86
31835,20,EPAD1000,8,41227.6,329820.83
31835,30,BOTL1000,19,16936.74,321798.04
31836,10,BOTL1000,21,617.51,12967.64
31836,20,EPAD1000,24,835.17,20044.1
31836,30,BOTL1000,11,2577.97,28357.68
31837,10,BOTL1000,19,1844.31,35041.84
31837,20,PRTR1000,11,617.72,6794.9
31837,30,PUMP1000,6,8145.87,48875.2
31837,40,EPAD1000,24,458.14,10995.33
31838,10,DXTR1000,5,887.37,4436.86
31838,20,ORMN1000,24,355.82,8539.8
31838,30,BOTL1000,15,105.71,1585.61
31839,10,PUMP1000,18,262.81,4730.64
31839,20,BOTL1000,12,55.93,671.18
31839,30,PUMP1000,2,1751.81,3503.63
31839,40,PRTR1000,5,612.33,3061.63
31840,10,PRTR1000,7,634.57,4441.97
31840,20,DXTR1000,20,280.83,5616.67
31840,30,DXTR1000,16,40.13,642.06
31840,40,DXTR1000,21,416.52,8746.99
31841,10,ORMN1000,12,979.06,11748.77
31842,10,BOTL1000,1,28708.06,28708.06
31843,10,PRTR1000,10,1808.73,18087.27
31843,20,BOTL1000,17,254.36,4324.16
31843,30,ORMN1000,25,389.02,9725.53
31844,10,PRTR1000,25,86.57,2164.3
31844,20,BOTL1000,10,155.26,1552.59
31844,30,PRTR1000,10,516.41,5164.12
31844,40,BOTL1000,14,352.37,4933.2
31845,10,DXTR1000,24,660.43,15850.38
31845,20,BOTL1000,21,797.83,16754.34
31845,30,PUMP1000,13,337.05,4381.7
31846,10,DXTR1000,14,2521.88,35306.27
31846,20,BOTL1000,23,44.01,1012.28
31846,30,EPAD1000,12,2232.62,26791.44
31847,10,PUMP1000,2,51601.61,103203.23
31848,10,DXTR1000,12,938.29,11259.47
31848,20,PUMP1000,4,2438.7,9754.81
31848,30,BOTL1000,8,213.65,1709.19
31849,10,BOTL1000,19,2480.38,47127.18
31850,10,ORMN1000,6,994.51,5967.06
31850,20,DXTR1000,6,4925.79,29554.77
31851,10,BOTL1000,12,827.96,9935.57
31851,20,ORMN1000,10,1227.41,12274.07
31852,10,PUMP1000,14,2464.77,34506.78
31853,10,PRTR1000,14,1233.95,17275.24
31854,10,PUMP1000,4,3309.72,13238.87
31854,20,ORMN1000,10,1692.09,16920.92
31854,30,BOTL1000,18,941.97,16955.43
31855,10,ORMN1000,17,5490.14,93332.44
31855,20,ORMN1000,25,410.49,10262.22
31855,30,DXTR1000,13,1863.51,24225.65
31856,10,PRTR1000,25,1180.72,29518.05
31856,20,PRTR1000,18,87.33,1571.86
31856,30,ORMN1000,12,3005.0,36060.02
31857,10,PRTR1000,17,1008.11,17137.95
31857,20,BOTL1000,20,287.28,5745.53
31858,10,PRTR1000,11,1749.78,19247.56
31859,10,DXTR1000,13,8128.23,105666.96
31859,20,BOTL1000,2,68144.42,136288.85
31859,30,BOTL1000,17,615.77,10468.12
31860,10,BOTL1000,18,26.04,468.79
31860,20,PRTR1000,4,275.22,1100.86
31860,30,BOTL1000,16,76.93,1230.94
31860,40,DXTR1000,8,146.0,1167.99
31861,10,ORMN1000,15,991.52,14872.8
31862,10,EPAD1000,11,6097.66,67074.22
31863,10,DXTR1000,13,6415.98,83407.77
31863,20,PUMP1000,5,2423.45,12117.25
31863,30,ORMN1000,24,1887.4,45297.6
31863,40,DXTR1000,1,62916.42,62916.42
31864,10,ORMN1000,6,195.36,1172.16
31864,20,EPAD1000,9,198.8,1789.17
31865,10,PUMP1000,2,7758.48,15516.95
31866,10,BOTL1000,8,980.02,7840.18
31866,20,EPAD1000,7,225.6,1579.18
31866,30,ORMN1000,2,14191.27,28382.55
31866,40,DXTR1000,3,258.36,775.09
31867,10,DXTR1000,16,1503.89,24062.18
31868,10,EPAD1000,8,247.01,1976.11
31868,20,PRTR1000,3,609.35,1828.05
31868,30,PRTR1000,22,16.62,365.59
31868,40,EPAD1000,5,473.91,2369.54
31869,10,DXTR1000,4,13298.94,53195.75
31869,20,PRTR1000,3,15642.13,46926.39
31870,10,DXTR1000,25,4050.06,101251.38
31871,10,DXTR1000,19,1754.64,33338.23
31871,20,ORMN1000,5,5929.98,29649.92
31871,30,DXTR1000,17,127.08,2160.41
31871,40,PRTR1000,24,1335.32,32047.8
31872,10,EPAD1000,9,1229.47,11065.24
31872,20,DXTR1000,8,2086.91,16695.24
31872,30,PUMP1000,2,6620.88,13241.77
31873,10,EPAD1000,6,52.56,315.38
31873,20,ORMN1000,11,831.56,9147.17
31873,30,PUMP1000,11,590.54,6495.98
31873,40,EPAD1000,2,9779.5,19558.99
31874,10,PUMP1000,15,874.69,13120.37
31874,20,PRTR1000,11,1628.33,17911.59
31874,30,DXTR1000,18,1200.84,21615.19
31874,40,BOTL1000,15,1501.58,22523.77
31875,10,ORMN1000,10,697.1,6970.98
31875,20,ORMN1000,4,11661.55,46646.2
31875,30,ORMN1000,17,1761.21,29940.53
31875,40,ORMN1000,1,27802.6,27802.6
31876,10,PUMP1000,17,5933.29,100865.99
31876,20,ORMN1000,20,1303.61,26072.18
31877,10,PRTR1000,4,194.67,778.68
31877,20,DXTR1000,25,141.85,3546.18
31877,30,PUMP1000,24,252.69,6064.66
31878,10,ORMN1000,12,520.08,6240.99
31878,20,PUMP1000,17,1954.06,33218.98
31878,30,PUMP1000,6,4452.03,26712.2
31879,10,PUMP1000,5,59.51,297.53
31879,20,ORMN1000,17,90.24,1534.13
31879,30,EPAD1000,16,192.79,3084.66
31879,40,PRTR1000,3,1088.2,3264.61
31880,10,BOTL1000,11,4801.77,52819.45
31880,20,EPAD1000,13,3708.91,48215.77
31880,30,BOTL1000,24,705.97,16943.34
31881,10,EPAD1000,5,1325.7,6628.52
31881,20,DXTR1000,11,225.54,2480.94
31881,30,BOTL1000,16,241.24,3859.81
31881,40,PRTR1000,11,1081.92,11901.09
31882,10,DXTR1000,3,35338.22,106014.67
31883,10,BOTL1000,6,1242.63,7455.78
31883,20,EPAD1000,14,548.47,7678.58
31884,10,ORMN1000,8,100.71,805.69
31884,20,BOTL1000,23,1213.48,27910.09
31884,30,DXTR1000,9,308.64,2777.75
31884,40,BOTL1000,11,1844.97,20294.67
31885,10,EPAD1000,25,3755.3,93882.55
31886,10,ORMN1000,19,1850.12,35152.24
31887,10,BOTL1000,6,919.34,5516.03
31887,20,DXTR1000,12,958.62,11503.48
31887,30,PRTR1000,11,1136.74,12504.16
31887,40,ORMN1000,24,564.88,13557.19
31888,10,EPAD1000,1,3450.21,3450.21
31888,20,BOTL1000,11,923.86,10162.45
31888,30,PUMP1000,18,519.11,9344.0
31888,40,PRTR1000,17,116.41,1979.03
31889,10,ORMN1000,22,513.99,11307.8
31889,20,EPAD1000,13,1626.97,21150.64
31889,30,PRTR1000,11,1190.18,13092.03
31890,10,BOTL1000,4,2598.3,10393.2
31890,20,BOTL1000,1,56237.68,56237.68
31890,30,PRTR1000,23,2167.19,49845.42
31891,10,PRTR1000,17,208.01,3536.18
31891,20,PRTR1000,21,207.81,4363.91
31891,30,EPAD1000,7,617.3,4321.11
31891,40,PUMP1000,19,177.42,3370.89
31892,10,PUMP1000,13,2298.81,29884.47
31893,10,DXTR1000,7,6703.46,46924.22
31894,10,PUMP1000,19,2287.17,43456.19
31894,20,ORMN1000,22,1674.71,36843.64
31895,10,EPAD1000,13,2920.95,37972.39
31895,20,PUMP1000,4,2466.88,9867.51
31896,10,DXTR1000,12,8969.34,107632.08
31896,20,ORMN1000,2,24735.74,49471.48
31897,10,ORMN1000,6,6893.97,41363.83
31897,20,EPAD1000,25,2058.84,51470.91
31897,30,BOTL1000,6,2360.52,14163.1
31898,10,ORMN1000,21,413.33,8679.83
31898,20,ORMN1000,3,1455.64,4366.93
31898,30,PUMP1000,24,300.46,7210.95
31898,40,EPAD1000,11,593.45,6528.0
31899,10,BOTL1000,24,110.09,2642.12
31899,20,ORMN1000,16,221.6,3545.67
31899,30,PRTR1000,16,381.91,6110.51
31900,10,DXTR1000,13,7484.69,97300.97
31900,20,BOTL1000,9,14238.5,128146.5
31901,10,BOTL1000,10,2172.52,21725.2
31902,10,DXTR1000,14,3231.09,45235.24
31902,20,PUMP1000,7,543.43,3804.02
31903,10,PUMP1000,24,690.01,16560.25
31904,10,DXTR1000,15,452.7,6790.43
31904,20,PUMP1000,12,495.84,5950.07
31905,10,DXTR1000,19,39.97,759.41
31905,20,PRTR1000,7,2919.33,20435.33
31906,10,BOTL1000,14,254.01,3556.09
31906,20,DXTR1000,3,7881.69,23645.07
31906,30,PRTR1000,20,524.73,10494.5
31906,40,DXTR1000,4,1069.38,4277.5
31907,10,PUMP1000,4,977.85,3911.4
31907,20,ORMN1000,8,602.47,4819.73
31907,30,DXTR1000,25,29.25,731.14
31907,40,BOTL1000,13,339.8,4417.41
31908,10,ORMN1000,8,9613.87,76910.92
31908,20,PRTR1000,3,4461.91,13385.72
31909,10,PUMP1000,3,11453.67,34361.02
31910,10,DXTR1000,23,1188.08,27325.83
31910,20,EPAD1000,16,910.61,14569.81
31910,30,ORMN1000,23,300.62,6914.15
31910,40,PRTR1000,10,786.95,7869.5
31911,10,EPAD1000,16,3504.28,56068.47
31911,20,EPAD1000,8,8745.92,69967.33
31911,30,PRTR1000,21,3182.24,66827.09
31912,10,DXTR1000,9,849.9,7649.1
31912,20,PUMP1000,11,2618.29,28801.22
31913,10,PRTR1000,5,2729.83,13649.14
31914,10,BOTL1000,14,778.81,10903.3
31914,20,BOTL1000,12,423.25,5079.05
31914,30,EPAD1000,7,931.24,6518.69
31915,10,PRTR1000,12,900.03,10800.33
31915,20,ORMN1000,13,897.97,11673.67
31915,30,BOTL1000,7,3422.89,23960.25
31915,40,ORMN1000,17,1060.65,18030.98
31916,10,BOTL1000,10,542.03,5420.27
31916,20,BOTL1000,14,46.15,646.16
31916,30,ORMN1000,24,216.72,5201.35
31917,10,DXTR1000,2,7474.64,14949.28
31918,10,ORMN1000,6,575.18,3451.07
31918,20,BOTL1000,19,963.06,18298.12
31918,30,PRTR1000,14,598.29,8376.0
31918,40,EPAD1000,23,627.77,14438.66
31919,10,ORMN1000,12,49.02,588.27
31919,20,PRTR1000,18,721.87,12993.57
31919,30,PUMP1000,19,1035.56,19675.56
31919,40,BOTL1000,20,837.15,16742.95
31920,10,BOTL1000,19,305.46,5803.68
31920,20,PUMP1000,13,212.24,2759.07
31920,30,BOTL1000,25,223.53,5588.36
31920,40,PRTR1000,2,37.97,75.94
31921,10,PUMP1000,6,601.84,3611.03
31921,20,BOTL1000,14,469.53,6573.42
31921,30,PRTR1000,7,1027.71,7193.95
31921,40,EPAD1000,13,262.61,3413.94
31922,10,DXTR1000,7,2754.45,19281.15
31922,20,BOTL1000,23,2798.35,64362.06
31923,10,PRTR1000,13,565.57,7352.35
31923,20,BOTL1000,14,724.41,10141.79
31923,30,ORMN1000,13,442.27,5749.48
31923,40,PRTR1000,25,200.88,5022.08
31924,10,PUMP1000,16,1773.87,28381.96
31924,20,ORMN1000,23,655.39,15073.9
31925,10,PRTR1000,4,18663.81,74655.26
31926,10,PUMP1000,14,81.56,1141.88
31926,20,EPAD1000,8,155.06,1240.49
31926,30,PUMP1000,2,1000.5,2001.01
31926,40,PUMP1000,22,64.67,1422.66
31927,10,BOTL1000,16,802.01,12832.12
31928,10,ORMN1000,4,2338.31,9353.23
31928,20,DXTR1000,10,1499.12,14991.16
31928,30,DXTR1000,23,249.02,5727.48
31929,10,EPAD1000,10,1333.76,13337.62
31930,10,BOTL1000,24,2222.74,53345.88
31930,20,BOTL1000,3,5459.15,16377.46
31931,10,BOTL1000,7,5754.68,40282.78
31931,20,DXTR1000,6,4625.73,27754.37
31932,10,ORMN1000,18,5686.68,102360.31
31933,10,PUMP1000,4,889.7,3558.82
31933,20,DXTR1000,22,183.56,4038.24
31934,10,BOTL1000,19,115.07,2186.28
31934,20,BOTL1000,23,47.64,1095.67
31934,30,BOTL1000,4,8.3,33.22
31934,40,DXTR1000,18,93.48,1682.57
31935,10,ORMN1000,21,893.79,18769.62
31935,20,BOTL1000,23,783.62,18023.2
31935,30,ORMN1000,16,458.65,7338.42
31936,10,DXTR1000,17,924.38,15714.48
31936,20,DXTR1000,20,2264.58,45291.64
31936,30,EPAD1000,13,2198.99,28586.92
31937,10,EPAD1000,20,3873.24,77464.73
31937,20,ORMN1000,4,16267.92,65071.66
31938,10,ORMN1000,25,395.37,9884.28
31938,20,PUMP1000,5,757.38,3786.88
31938,30,BOTL1000,17,95.77,1628.04
31938,40,PRTR1000,23,349.5,8038.5
31939,10,EPAD1000,15,2416.41,36246.21
31939,20,EPAD1000,4,3816.63,15266.5
31939,30,PRTR1000,15,2324.71,34870.62
31940,10,ORMN1000,2,30081.32,60162.64
31941,10,DXTR1000,19,1178.23,22386.31
31942,10,PRTR1000,3,69503.33,208509.99
31942,20,BOTL1000,17,3044.88,51762.89
31943,10,PUMP1000,23,1.67,38.51
31943,20,PUMP1000,13,321.67,4181.73
31943,30,ORMN1000,19,153.42,2915.03
31943,40,DXTR1000,16,221.48,3543.61
31944,10,ORMN1000,18,1682.21,30279.78
31945,10,DXTR1000,1,1758.08,1758.08
31945,20,DXTR1000,22,332.96,7325.09
31945,30,BOTL1000,21,361.13,7583.77
31945,40,PUMP1000,25,312.53,7813.13
31946,10,EPAD1000,18,424.65,7643.62
31946,20,PRTR1000,18,364.62,6563.22
31946,30,PRTR1000,22,9.39,206.59
31946,40,DXTR1000,17,72.26,1228.37
31947,10,EPAD1000,7,10342.4,72396.83
31948,10,BOTL1000,8,129.83,1038.6
31948,20,EPAD1000,10,527.01,5270.09
31948,30,DXTR1000,10,673.32,6733.19
31949,10,ORMN1000,17,729.36,12399.17
31949,20,ORMN1000,3,16112.46,48337.39
31950,10,BOTL1000,22,300.91,6620.12
31950,20,PUMP1000,22,358.68,7890.98
31950,30,ORMN1000,14,547.37,7663.11
31950,40,PRTR1000,23,448.95,10325.94
31951,10,DXTR1000,18,582.25,10480.46
31951,20,PRTR1000,1,27402.61,27402.61
31951,30,EPAD1000,15,5631.56,84473.44
31952,10,BOTL1000,16,1078.5,17255.99
31952,20,PUMP1000,24,1316.61,31598.73
31953,10,PRTR1000,22,23.3,512.52
31953,20,DXTR1000,13,243.61,3166.98
31953,30,PRTR1000,24,302.39,7257.43
31954,10,PRTR1000,11,2978.94,32768.3
31954,20,DXTR1000,15,4165.77,62486.5
31954,30,EPAD1000,13,1854.37,24106.76
31954,40,DXTR1000,16,2597.47,41559.58
31955,10,EPAD1000,24,242.6,5822.36
31955,20,PUMP1000,4,707.4,2829.58
31955,30,ORMN1000,13,1763.16,22921.08
31955,40,BOTL1000,23,175.18,4029.22
31956,10,BOTL1000,3,276024.68,828074.03
31957,10,BOTL1000,4,4493.64,17974.58
31957,20,ORMN1000,17,1328.3,22581.02
31957,30,DXTR1000,15,1247.47,18711.99
31957,40,PRTR1000,8,808.52,6468.16
31958,10,ORMN1000,15,7137.66,107064.96
31959,10,PRTR1000,9,1327.2,11944.8
31960,10,PUMP1000,13,2787.12,36232.56
31961,10,BOTL1000,10,8680.51,86805.1
31962,10,PUMP1000,8,2357.28,18858.21
31963,10,PUMP1000,3,25402.22,76206.67
31964,10,PRTR1000,5,6423.18,32115.88
31964,20,PUMP1000,16,99.37,1589.93
31965,10,EPAD1000,17,4305.11,73186.8
31966,10,ORMN1000,25,173.23,4330.68
31966,20,ORMN1000,1,9073.84,9073.84
31966,30,PUMP1000,7,3367.91,23575.39
31967,10,PUMP1000,5,683.0,3414.99
31967,20,DXTR1000,6,421.91,2531.47
31967,30,BOTL1000,10,723.51,7235.12
31967,40,BOTL1000,15,472.13,7082.0
31968,10,PUMP1000,22,452.57,9956.65
31968,20,BOTL1000,21,456.92,9595.3
31968,30,DXTR1000,24,42.18,1012.34
31968,40,DXTR1000,23,326.42,7507.77
31969,10,PRTR1000,6,1093.13,6558.77
31969,20,DXTR1000,6,341.79,2050.71
31969,30,EPAD1000,9,1343.54,12091.9
31969,40,BOTL1000,7,2008.62,14060.32
31970,10,EPAD1000,23,332.4,7645.11
31970,20,DXTR1000,24,14.05,337.21
31970,30,ORMN1000,21,108.49,2278.25
31971,10,EPAD1000,3,2728.46,8185.38
31971,20,PUMP1000,19,1308.6,24863.49
31971,30,BOTL1000,7,5256.46,36795.2
31972,10,ORMN1000,20,196.42,3928.32
31972,20,ORMN1000,22,10.02,220.4
31972,30,PUMP1000,9,84.63,761.68
31972,40,DXTR1000,4,926.45,3705.79
31973,10,EPAD1000,10,374.37,3743.68
31973,20,EPAD1000,5,12866.28,64331.4
31974,10,BOTL1000,14,956.91,13396.78
31974,20,BOTL1000,3,2626.55,7879.66
31974,30,BOTL1000,1,5751.3,5751.3
31974,40,BOTL1000,16,108.52,1736.39
31975,10,ORMN1000,17,97.86,1663.58
31975,20,ORMN1000,13,652.69,8484.97
31976,10,DXTR1000,8,186.7,1493.62
31976,20,PUMP1000,2,5309.52,10619.04
31977,10,DXTR1000,10,2867.63,28676.31
31977,20,PUMP1000,19,1142.84,21713.89
31977,30,BOTL1000,8,723.04,5784.32
31977,40,EPAD1000,15,1648.59,24728.89
31978,10,PRTR1000,3,2827.65,8482.96
31978,20,ORMN1000,2,4189.69,8379.37
31979,10,ORMN1000,2,22422.96,44845.92
31980,10,DXTR1000,7,72.45,507.17
31980,20,PUMP1000,10,87.21,872.13
31980,30,PUMP1000,1,2047.89,2047.89
31980,40,PRTR1000,15,109.44,1641.63
31981,10,PUMP1000,17,607.56,10328.5
31981,20,BOTL1000,5,757.02,3785.12
31981,30,ORMN1000,13,1291.38,16787.98
31982,10,EPAD1000,21,100.84,2117.62
31982,20,ORMN1000,9,2207.41,19866.69
31982,30,PRTR1000,11,465.28,5118.07
31982,40,ORMN1000,2,1347.85,2695.69
31983,10,EPAD1000,25,8435.86,210896.57
31984,10,ORMN1000,2,2742.71,5485.43
31984,20,BOTL1000,10,342.81,3428.08
31984,30,ORMN1000,23,159.78,3675.04
31984,40,PRTR1000,14,109.02,1526.23
31985,10,EPAD1000,18,2668.6,48034.76
31985,20,PRTR1000,7,3302.1,23114.68
31985,30,ORMN1000,15,32.05,480.77
31985,40,DXTR1000,20,566.08,11321.69
31986,10,PRTR1000,6,1460.41,8762.45
31986,20,EPAD1000,19,499.74,9495.11
31986,30,PUMP1000,10,792.56,7925.58
31987,10,EPAD1000,24,2224.82,53395.61
31988,10,PRTR1000,25,526.9,13172.42
31989,10,DXTR1000,25,206.23,5155.68
31989,20,DXTR1000,2,2926.59,5853.17
31989,30,PUMP1000,12,329.81,3957.76
31990,10,PUMP1000,16,46.67,746.67
31990,20,EPAD1000,1,3609.57,3609.57
31990,30,ORMN1000,17,207.92,3534.63
31990,40,PUMP1000,15,32.98,494.72
31991,10,DXTR1000,16,565.79,9052.71
31992,10,DXTR1000,18,814.09,14653.53
31992,20,PRTR1000,19,1236.33,23490.27
31992,30,ORMN1000,1,18630.71,18630.71
31993,10,BOTL1000,16,8787.41,140598.52
31994,10,DXTR1000,17,411.29,6991.91
31994,20,EPAD1000,13,648.72,8433.36
31994,30,DXTR1000,10,115.89,1158.92
31995,10,EPAD1000,16,1274.66,20394.55
31995,20,DXTR1000,22,1369.64,30132.09
31996,10,ORMN1000,1,14352.66,14352.66
31996,20,BOTL1000,23,2203.11,50671.43
31996,30,ORMN1000,14,592.77,8298.74
31997,10,PRTR1000,19,1869.47,35519.85
31997,20,EPAD1000,19,4392.66,83460.47
31998,10,ORMN1000,20,1241.43,24828.67
31998,20,BOTL1000,6,2894.2,17365.18
31998,30,PUMP1000,1,27115.3,27115.3
31998,40,PUMP1000,15,425.86,6387.83
31999,10,BOTL1000,21,1716.28,36041.78
31999,20,PUMP1000,22,804.71,17703.6
31999,30,BOTL1000,3,17260.46,51781.37
31999,40,BOTL1000,12,3035.68,36428.13
32000,10,ORMN1000,25,418.88,10472.01
32000,20,BOTL1000,25,382.3,9557.5
32000,30,DXTR1000,4,891.47,3565.87
32000,40,ORMN1000,11,1225.47,13480.18
32001,10,EPAD1000,1,349505.79,349505.79
32002,10,ORMN1000,12,524.84,6298.14
32002,20,PRTR1000,22,227.98,5015.47
32002,30,ORMN1000,22,35.58,782.82
32002,40,PRTR1000,3,939.7,2819.09
32003,10,ORMN1000,9,206.84,1861.58
32003,20,BOTL1000,12,17.43,209.13
32003,30,BOTL1000,10,884.58,8845.84
32004,10,BOTL1000,3,1863.71,5591.14
32004,20,EPAD1000,8,548.69,4389.52
32004,30,DXTR1000,11,28.6,314.57
32004,40,PRTR1000,14,382.38,5353.38
32005,10,PRTR1000,22,1715.15,37733.19
32006,10,ORMN1000,13,1346.39,17503.05
32006,20,PRTR1000,15,377.27,5659.09
32006,30,PRTR1000,1,2333.53,2333.53
32006,40,PUMP1000,14,420.44,5886.2
32007,10,PUMP1000,24,1027.25,24653.94
32007,20,PRTR1000,11,401.13,4412.44
32007,30,ORMN1000,21,1445.45,30354.44
32008,10,PUMP1000,13,1432.76,18625.85
32008,20,ORMN1000,12,1185.67,14228.0
32009,10,PRTR1000,1,2943.11,2943.11
32009,20,EPAD1000,8,320.18,2561.46
32009,30,PUMP1000,10,1032.9,10329.04
32009,40,BOTL1000,4,2625.21,10500.85
32010,10,ORMN1000,14,608.12,8513.68
32010,20,EPAD1000,13,734.15,9543.98
32011,10,ORMN1000,4,4950.98,19803.91
32011,20,ORMN1000,23,278.61,6407.92
32012,10,DXTR1000,20,246.18,4923.68
32012,20,DXTR1000,1,4631.3,4631.3
32012,30,PUMP1000,20,56.78,1135.55
32012,40,PRTR1000,17,291.34,4952.71
32013,10,PUMP1000,10,281.92,2819.18
32013,20,DXTR1000,8,8512.68,68101.41
32014,10,PUMP1000,2,19906.38,39812.77
32015,10,ORMN1000,10,398.06,3980.65
32015,20,ORMN1000,17,57.43,976.33
32015,30,DXTR1000,20,285.38,5707.65
32015,40,DXTR1000,17,907.53,15427.97
32016,10,DXTR1000,13,1568.09,20385.13
32016,20,EPAD1000,13,40.98,532.78
32016,30,DXTR1000,12,3076.23,36914.73
32017,10,PUMP1000,18,1068.03,19224.48
32017,20,EPAD1000,10,2714.23,27142.27
32017,30,EPAD1000,8,860.98,6887.82
32017,40,PUMP1000,10,1846.18,18461.81
32018,10,BOTL1000,16,1113.77,17820.38
32019,10,PRTR1000,16,508.17,8130.7
32019,20,DXTR1000,19,1064.62,20227.86
32019,30,BOTL1000,7,3566.12,24962.81
32019,40,ORMN1000,14,304.21,4258.89
32020,10,DXTR1000,9,2866.03,25794.3
32020,20,DXTR1000,5,8114.68,40573.39
32020,30,PRTR1000,13,2628.04,34164.49
32020,40,ORMN1000,1,5119.54,5119.54
32021,10,ORMN1000,7,3549.1,24843.69
32021,20,BOTL1000,16,3268.7,52299.25
32021,30,BOTL1000,21,4173.45,87642.38
32022,10,PRTR1000,6,17453.64,104721.85
32023,10,BOTL1000,16,12759.26,204148.12
32024,10,PRTR1000,9,287.03,2583.27
32024,20,PUMP1000,9,399.58,3596.18
32024,30,PUMP1000,10,90.37,903.74
32025,10,BOTL1000,7,3877.96,27145.72
32025,20,EPAD1000,10,2811.94,28119.38
32026,10,PRTR1000,7,186.82,1307.77
32026,20,PRTR1000,1,7579.45,7579.45
32026,30,BOTL1000,21,136.89,2874.65
32027,10,PUMP1000,20,782.74,15654.72
32027,20,DXTR1000,24,603.73,14489.41
32027,30,PUMP1000,14,299.03,4186.41
32027,40,BOTL1000,11,768.01,8448.15
32028,10,ORMN1000,17,350.46,5957.77
32028,20,ORMN1000,19,740.29,14065.48
32029,10,EPAD1000,11,810.51,8915.57
32029,20,PUMP1000,13,864.77,11241.96
32029,30,EPAD1000,25,287.58,7189.58
32030,10,BOTL1000,11,789.69,8686.54
32030,20,ORMN1000,21,353.53,7424.22
32030,30,PRTR1000,19,394.37,7492.96
32030,40,EPAD1000,17,471.69,8018.72
32031,10,PUMP1000,1,12785.05,12785.05
32031,20,ORMN1000,6,31.01,186.03
32031,30,ORMN1000,16,32.16,514.55
32031,40,BOTL1000,12,1285.12,15421.48
32032,10,PRTR1000,8,600.42,4803.37
32032,20,PUMP1000,6,4753.39,28520.35
32033,10,PRTR1000,13,244.24,3175.18
32033,20,PRTR1000,20,122.56,2451.24
32033,30,BOTL1000,23,203.63,4683.49
32034,10,PUMP1000,23,2458.03,56534.73
32034,20,ORMN1000,5,31861.45,159307.24
32035,10,ORMN1000,10,2330.1,23300.99
32035,20,DXTR1000,20,1100.77,22015.47
32035,30,ORMN1000,24,1559.74,37433.81
32036,10,BOTL1000,20,320.95,6418.91
32036,20,PRTR1000,19,378.73,7195.88
32036,30,DXTR1000,1,826.59,826.59
32036,40,PUMP1000,12,354.64,4255.7
32037,10,BOTL1000,2,5570.0,11140.01
32037,20,EPAD1000,13,3759.86,48878.22
32037,30,PRTR1000,24,319.47,7667.18
32038,10,EPAD1000,1,34635.27,34635.27
32039,10,DXTR1000,23,1755.31,40372.04
32039,20,DXTR1000,4,6116.46,24465.82
32040,10,BOTL1000,3,9102.72,27308.15
32041,10,PUMP1000,12,3297.89,39574.72
32041,20,DXTR1000,2,12736.89,25473.77
32042,10,PUMP1000,4,1639.08,6556.31
32042,20,BOTL1000,23,399.29,9183.77
32042,30,DXTR1000,14,842.93,11801.08
32043,10,BOTL1000,14,2183.25,30565.49
32043,20,DXTR1000,14,3016.02,42224.24
32044,10,EPAD1000,15,1609.67,24145.03
32044,20,BOTL1000,1,29727.2,29727.2
32044,30,BOTL1000,7,3350.35,23452.44
32044,40,BOTL1000,13,1571.88,20434.44
32045,10,PUMP1000,8,510.66,4085.26
32045,20,PRTR1000,2,2535.77,5071.54
32046,10,DXTR1000,12,3709.39,44512.74
32047,10,PUMP1000,4,3497.59,13990.35
32047,20,DXTR1000,15,1217.69,18265.34
32047,30,EPAD1000,22,2377.87,52313.05
32048,10,DXTR1000,2,17822.53,35645.07
32049,10,PUMP1000,8,33322.76,266582.06
32050,10,BOTL1000,20,748.56,14971.22
32050,20,PUMP1000,5,865.51,4327.56
32050,30,PRTR1000,12,633.78,7605.38
32050,40,EPAD1000,6,1359.12,8154.74
32051,10,PUMP1000,5,10089.27,50446.34
32052,10,BOTL1000,22,161.9,3561.73
32052,20,BOTL1000,18,354.42,6379.48
32052,30,PRTR1000,22,124.34,2735.5
32053,10,PUMP1000,21,2023.61,42495.81
32053,20,BOTL1000,4,14098.94,56395.78
32054,10,DXTR1000,8,1092.61,8740.9
32054,20,DXTR1000,5,1126.63,5633.14
32054,30,ORMN1000,16,770.97,12335.46
32055,10,ORMN1000,22,2892.36,63631.95
32055,20,EPAD1000,9,8133.84,73204.6
32056,10,ORMN1000,23,2924.5,67263.43
32056,20,ORMN1000,14,1630.62,22828.63
32056,30,EPAD1000,21,3153.09,66214.96
32056,40,PRTR1000,14,378.36,5297.1
32057,10,DXTR1000,11,241.5,2656.5
32057,20,DXTR1000,14,646.48,9050.71
32058,10,DXTR1000,8,954.96,7639.68
32058,20,PRTR1000,4,1499.13,5996.5
32058,30,DXTR1000,24,111.31,2671.51
32058,40,EPAD1000,22,342.21,7528.72
32059,10,PRTR1000,1,16375.91,16375.91
32059,20,PRTR1000,1,5327.61,5327.61
32059,30,BOTL1000,10,773.64,7736.44
32059,40,PRTR1000,24,202.33,4855.93
32060,10,DXTR1000,25,2030.88,50771.99
32060,20,PRTR1000,24,1249.76,29994.23
32060,30,PUMP1000,4,4532.41,18129.65
32060,40,EPAD1000,2,4212.96,8425.92
32061,10,ORMN1000,12,166.52,1998.24
32061,20,EPAD1000,12,40.9,490.76
32061,30,DXTR1000,15,161.92,2428.81
32061,40,PUMP1000,5,357.41,1787.07
32062,10,BOTL1000,12,11451.63,137419.57
