VBELN,KUNNR,ERDAT,NETWR,WAERS,AUART
26818,4755,2023-02-25,14284.17,USD,OR
26819,4341,2023-02-25,12830.99,USD,OR
26820,758,2023-02-25,39207.37,USD,OR
26821,4379,2023-02-25,25401.89,USD,OR
26822,3453,2023-02-25,50956.64,USD,OR
26823,2346,2023-02-25,193809.24,USD,OR
26824,2485,2023-02-25,86230.1,USD,OR
26825,143,2023-02-25,10846.96,USD,OR
26826,3729,2023-02-25,18487.83,USD,OR
26827,2675,2023-02-25,91182.95,USD,OR
26828,830,2023-02-25,28382.33,USD,OR
26829,4083,2023-02-25,52376.33,USD,OR
26830,2649,2023-02-25,59216.82,USD,OR
26831,2905,2023-02-25,50654.72,USD,OR
26832,320,2023-02-25,32116.38,USD,OR
26833,3630,2023-02-25,14865.01,USD,OR
26834,4877,2023-02-25,10358.05,USD,OR
26835,1695,2023-02-26,15517.0,USD,OR
26836,3783,2023-02-26,72253.14,USD,OR
26837,515,2023-02-26,182724.43,USD,OR
26838,166,2023-02-26,28722.11,USD,OR
26839,1066,2023-02-26,5396.54,USD,OR
26840,3059,2023-02-26,44492.61,USD,OR
26841,3986,2023-02-26,23141.99,USD,OR
26842,867,2023-02-26,43553.3,USD,OR
26843,3583,2023-02-26,15419.4,USD,OR
26844,4580,2023-02-26,28947.32,USD,OR
26845,2707,2023-02-26,55574.76,USD,OR
26846,45,2023-02-26,36309.25,USD,OR
26847,3669,2023-02-26,101668.84,USD,OR
26848,401,2023-02-26,52154.51,USD,OR
26849,2033,2023-02-26,4838.21,USD,OR
26850,886,2023-02-26,34342.04,USD,OR
26851,47,2023-02-26,15455.94,USD,OR
26852,3751,2023-02-26,38992.93,USD,OR
26853,2523,2023-02-26,107123.43,USD,OR
26854,309,2023-02-26,36210.16,USD,OR
26855,4459,2023-02-26,24825.32,USD,OR
26856,4523,2023-02-26,62945.05,USD,OR
26857,2912,2023-02-26,10232.61,USD,OR
26858,923,2023-02-26,249796.46,USD,OR
26859,1186,2023-02-26,140815.7,USD,OR
26860,1083,2023-02-26,36752.38,USD,OR
26861,2090,2023-02-26,205196.88,USD,OR
26862,4253,2023-02-26,26268.85,USD,OR
26863,2611,2023-02-26,30160.16,USD,OR
26864,4774,2023-02-26,31086.36,USD,OR
26865,4266,2023-02-26,39967.74,USD,OR
26866,374,2023-02-26,43647.3,USD,OR
26867,1477,2023-02-26,31009.72,USD,OR
26868,2316,2023-02-26,55565.79,USD,OR
26869,4059,2023-02-26,23752.61,USD,OR
26870,3195,2023-02-26,79351.15,USD,OR
26871,2102,2023-02-26,38137.02,USD,OR
26872,2876,2023-02-26,65006.11,USD,OR
26873,2822,2023-02-26,17029.99,USD,OR
26874,2957,2023-02-27,7515.34,USD,OR
26875,2799,2023-02-27,101211.4,USD,OR
26876,66,2023-02-27,22724.67,USD,OR
26877,3948,2023-02-27,58551.71,USD,OR
26878,3316,2023-02-27,33492.32,USD,OR
26879,4021,2023-02-27,12404.41,USD,OR
26880,2338,2023-02-27,57816.38,USD,OR
26881,132,2023-02-27,111900.07,USD,OR
26882,2062,2023-02-27,26512.65,USD,OR
26883,959,2023-02-27,453478.99,USD,OR
26884,2645,2023-02-27,9021.3,USD,OR
26885,4266,2023-02-27,34498.14,USD,OR
26886,1456,2023-02-27,182411.27,USD,OR
26887,2784,2023-02-27,39616.51,USD,OR
26888,4878,2023-02-27,53694.28,USD,OR
26889,1915,2023-02-27,29186.03,USD,OR
26890,4176,2023-02-27,51539.44,USD,OR
26891,310,2023-02-27,28189.93,USD,OR
26892,2790,2023-02-27,172372.69,USD,OR
26893,3874,2023-02-27,5317.46,USD,OR
26894,1325,2023-02-27,15951.17,USD,OR
26895,3058,2023-02-27,61948.04,USD,OR
26896,1030,2023-02-27,60195.96,USD,OR
26897,3090,2023-02-27,92693.4,USD,OR
26898,1532,2023-02-27,19115.48,USD,OR
26899,243,2023-02-27,37912.86,USD,OR
26900,4618,2023-02-27,36018.38,USD,OR
26901,3712,2023-02-27,25777.3,USD,OR
26902,1290,2023-02-27,84085.48,USD,OR
26903,4514,2023-02-27,34330.47,USD,OR
26904,3573,2023-02-27,49386.1,USD,OR
26905,3690,2023-02-27,13185.15,USD,OR
26906,2317,2023-02-27,40544.2,USD,OR
26907,4379,2023-02-27,51857.45,USD,OR
26908,4163,2023-02-27,73959.64,USD,OR
26909,4317,2023-02-27,19200.7,USD,OR
26910,4617,2023-02-27,78653.5,USD,OR
26911,3281,2023-02-27,30963.93,USD,OR
26912,1607,2023-02-27,57861.34,USD,OR
26913,2347,2023-02-27,41425.26,USD,OR
26914,547,2023-02-27,66916.53,USD,OR
26915,3722,2023-02-28,64272.32,USD,OR
26916,1852,2023-02-28,31040.89,USD,OR
26917,2784,2023-02-28,25153.63,USD,OR
26918,4658,2023-02-28,8777.2,USD,OR
26919,1943,2023-02-28,63966.55,USD,OR
26920,2383,2023-02-28,13491.16,USD,OR
26921,1846,2023-02-28,15114.43,USD,OR
26922,330,2023-02-28,29007.53,USD,OR
26923,883,2023-02-28,35672.41,USD,OR
26924,3291,2023-02-28,16416.53,USD,OR
26925,3249,2023-02-28,198403.78,USD,OR
26926,966,2023-02-28,20907.49,USD,OR
26927,1779,2023-02-28,74920.37,USD,OR
26928,1779,2023-02-28,54836.59,USD,OR
26929,2793,2023-02-28,90174.15,USD,OR
26930,2698,2023-02-28,219724.27,USD,OR
26931,2620,2023-02-28,22328.24,USD,OR
26932,2075,2023-02-28,20056.16,USD,OR
26933,4230,2023-02-28,9676.01,USD,OR
26934,42,2023-02-28,91282.82,USD,OR
26935,2090,2023-02-28,251201.39,USD,OR
26936,1625,2023-02-28,79889.96,USD,OR
26937,593,2023-02-28,31000.01,USD,OR
26938,2134,2023-02-28,31447.52,USD,OR
26939,3998,2023-02-28,58866.25,USD,OR
26940,2228,2023-02-28,30211.88,USD,OR
26941,3390,2023-03-01,184455.48,USD,OR
26942,2378,2023-03-01,16845.54,USD,OR
26943,2882,2023-03-01,56442.69,USD,OR
26944,1069,2023-03-01,30045.73,USD,OR
26945,3630,2023-03-01,13248.17,USD,OR
26946,3627,2023-03-01,127719.8,USD,OR
26947,3824,2023-03-01,21342.86,USD,OR
26948,2422,2023-03-01,69942.14,USD,OR
26949,2790,2023-03-01,141516.64,USD,OR
26950,1915,2023-03-01,27195.16,USD,OR
26951,1003,2023-03-01,63675.57,USD,OR
26952,3869,2023-03-01,18645.98,USD,OR
26953,473,2023-03-01,60017.73,USD,OR
26954,952,2023-03-01,30684.16,USD,OR
26955,1284,2023-03-01,222977.72,USD,OR
26956,1208,2023-03-01,75934.86,USD,OR
26957,3719,2023-03-01,110461.84,USD,OR
26958,2985,2023-03-01,5431.87,USD,OR
26959,2082,2023-03-01,21514.87,USD,OR
26960,489,2023-03-01,122499.82,USD,OR
26961,3898,2023-03-01,9354.68,USD,OR
26962,1812,2023-03-01,231421.35,USD,OR
26963,1943,2023-03-01,75491.81,USD,OR
26964,2889,2023-03-01,30324.77,USD,OR
26965,4188,2023-03-01,216996.05,USD,OR
26966,3364,2023-03-01,7360.44,USD,OR
26967,1349,2023-03-01,25235.18,USD,OR
26968,449,2023-03-01,103707.16,USD,OR
26969,209,2023-03-01,11972.33,USD,OR
26970,2032,2023-03-01,106153.26,USD,OR
26971,1017,2023-03-01,56339.21,USD,OR
26972,648,2023-03-01,44952.73,USD,OR
26973,2090,2023-03-02,231958.3,USD,OR
26974,3547,2023-03-02,28908.06,USD,OR
26975,2583,2023-03-02,9920.21,USD,OR
26976,3783,2023-03-02,74450.21,USD,OR
26977,2688,2023-03-02,20186.73,USD,OR
26978,1725,2023-03-02,8336.28,USD,OR
26979,4338,2023-03-02,17959.31,USD,OR
26980,2719,2023-03-02,74059.86,USD,OR
26981,2650,2023-03-02,195728.06,USD,OR
26982,29,2023-03-02,14160.25,USD,OR
26983,3950,2023-03-02,7750.99,USD,OR
26984,3973,2023-03-02,24726.01,USD,OR
26985,1320,2023-03-02,137703.17,USD,OR
26986,4204,2023-03-02,17529.65,USD,OR
26987,4014,2023-03-02,13188.5,USD,OR
26988,4901,2023-03-02,40365.46,USD,OR
26989,528,2023-03-02,139894.05,USD,OR
26990,1943,2023-03-02,70037.44,USD,OR
26991,1645,2023-03-02,21693.5,USD,OR
26992,2346,2023-03-02,200257.45,USD,OR
26993,2209,2023-03-02,20271.86,USD,OR
26994,271,2023-03-02,100134.03,USD,OR
26995,4549,2023-03-02,83195.76,USD,OR
26996,1577,2023-03-02,31666.82,USD,OR
26997,80,2023-03-02,19487.53,USD,OR
26998,883,2023-03-02,26653.78,USD,OR
26999,4823,2023-03-02,32262.24,USD,OR
27000,2475,2023-03-02,47578.36,USD,OR
27001,2469,2023-03-02,29855.45,USD,OR
27002,730,2023-03-02,21824.96,USD,OR
27003,1029,2023-03-02,67941.1,USD,OR
27004,1456,2023-03-02,136161.25,USD,OR
27005,1635,2023-03-02,79412.7,USD,OR
27006,3199,2023-03-02,191645.14,USD,OR
27007,4782,2023-03-02,57530.44,USD,OR
27008,2185,2023-03-02,271391.68,USD,OR
27009,4866,2023-03-02,86762.12,USD,OR
27010,4374,2023-03-02,14082.5,USD,OR
27011,2153,2023-03-02,85061.92,USD,OR
27012,3703,2023-03-02,72586.44,USD,OR
27013,3752,2023-03-02,34172.34,USD,OR
27014,3886,2023-03-02,63479.13,USD,OR
27015,3919,2023-03-02,60350.07,USD,OR
27016,1793,2023-03-02,52194.75,USD,OR
27017,4761,2023-03-03,50276.69,USD,OR
27018,2446,2023-03-03,176144.59,USD,OR
27019,4774,2023-03-03,38108.74,USD,OR
27020,3408,2023-03-03,33277.9,USD,OR
27021,3868,2023-03-03,54764.75,USD,OR
27022,4403,2023-03-03,53544.89,USD,OR
27023,3364,2023-03-03,12378.67,USD,OR
27024,4176,2023-03-03,48391.46,USD,OR
27025,3430,2023-03-03,12540.96,USD,OR
27026,3087,2023-03-03,16604.47,USD,OR
27027,1586,2023-03-03,48686.35,USD,OR
27028,2485,2023-03-03,67159.27,USD,OR
27029,865,2023-03-03,11608.29,USD,OR
27030,2726,2023-03-03,45354.38,USD,OR
27031,3521,2023-03-03,65398.37,USD,OR
27032,1635,2023-03-03,87458.16,USD,OR
27033,4084,2023-03-03,10626.1,USD,OR
27034,4124,2023-03-03,160146.26,USD,OR
27035,166,2023-03-03,36520.41,USD,OR
27036,2806,2023-03-03,38779.47,USD,OR
27037,2048,2023-03-03,23627.93,USD,OR
27038,435,2023-03-03,109465.65,USD,OR
27039,3017,2023-03-03,76446.04,USD,OR
27040,1905,2023-03-04,41453.59,USD,OR
27041,2528,2023-03-04,95185.4,USD,OR
27042,1127,2023-03-04,7090.66,USD,OR
27043,2611,2023-03-04,30908.54,USD,OR
27044,4914,2023-03-04,10667.55,USD,OR
27045,4409,2023-03-04,10963.01,USD,OR
27046,472,2023-03-04,195136.5,USD,OR
27047,2876,2023-03-04,43265.45,USD,OR
27048,4176,2023-03-04,42724.02,USD,OR
27049,1787,2023-03-04,68397.65,USD,OR
27050,3819,2023-03-04,18078.84,USD,OR
27051,2418,2023-03-04,17342.19,USD,OR
27052,625,2023-03-04,78296.77,USD,OR
27053,1523,2023-03-04,40803.05,USD,OR
27054,805,2023-03-04,35882.93,USD,OR
27055,4008,2023-03-04,44660.78,USD,OR
27056,365,2023-03-04,91723.93,USD,OR
27057,4117,2023-03-04,19112.45,USD,OR
27058,2296,2023-03-04,335202.68,USD,OR
27059,201,2023-03-04,49297.46,USD,OR
27060,968,2023-03-04,4770.89,USD,OR
27061,507,2023-03-04,46975.52,USD,OR
27062,401,2023-03-04,36564.21,USD,OR
27063,4782,2023-03-04,75815.34,USD,OR
27064,1756,2023-03-04,169158.55,USD,OR
27065,2250,2023-03-04,14919.28,USD,OR
27066,1982,2023-03-04,15957.88,USD,OR
27067,1371,2023-03-04,18321.34,USD,OR
27068,3364,2023-03-04,8381.81,USD,OR
27069,1070,2023-03-04,250412.7,USD,OR
27070,4878,2023-03-04,71156.5,USD,OR
27071,502,2023-03-04,59967.17,USD,OR
27072,114,2023-03-05,69340.08,USD,OR
27073,121,2023-03-05,20084.35,USD,OR
27074,4238,2023-03-05,90311.36,USD,OR
27075,1163,2023-03-05,20454.06,USD,OR
27076,1195,2023-03-05,42083.38,USD,OR
27077,1232,2023-03-05,91792.99,USD,OR
27078,1320,2023-03-05,195223.01,USD,OR
27079,4774,2023-03-05,44318.04,USD,OR
27080,2902,2023-03-05,92063.24,USD,OR
27081,3180,2023-03-05,13854.4,USD,OR
27082,1812,2023-03-05,213813.78,USD,OR
27083,3321,2023-03-05,44851.72,USD,OR
27084,3807,2023-03-05,49435.15,USD,OR
27085,4618,2023-03-05,19649.57,USD,OR
27086,2786,2023-03-05,213500.22,USD,OR
27087,648,2023-03-05,32946.56,USD,OR
27088,3136,2023-03-05,91334.94,USD,OR
27089,3809,2023-03-05,107773.22,USD,OR
27090,4557,2023-03-05,38778.31,USD,OR
27091,4074,2023-03-05,66581.88,USD,OR
27092,2634,2023-03-05,45372.42,USD,OR
27093,3478,2023-03-05,29014.09,USD,OR
27094,2415,2023-03-05,21429.84,USD,OR
27095,399,2023-03-05,17630.92,USD,OR
27096,3989,2023-03-05,69214.06,USD,OR
27097,4589,2023-03-05,36799.54,USD,OR
27098,1779,2023-03-05,58055.83,USD,OR
27099,2409,2023-03-05,72025.99,USD,OR
27100,3886,2023-03-05,92859.26,USD,OR
27101,2078,2023-03-05,32440.79,USD,OR
27102,3269,2023-03-05,89191.98,USD,OR
27103,1983,2023-03-05,36526.37,USD,OR
27104,3835,2023-03-05,11094.97,USD,OR
27105,1596,2023-03-05,37212.74,USD,OR
27106,3502,2023-03-05,53608.05,USD,OR
27107,1215,2023-03-05,285714.63,USD,OR
27108,296,2023-03-05,23900.23,USD,OR
27109,1940,2023-03-05,45404.39,USD,OR
27110,2719,2023-03-05,63677.72,USD,OR
27111,4330,2023-03-05,14429.29,USD,OR
27112,788,2023-03-05,15339.08,USD,OR
27113,1696,2023-03-05,897322.09,USD,OR
27114,1744,2023-03-05,51961.61,USD,OR
27115,4047,2023-03-06,36234.55,USD,OR
27116,4923,2023-03-06,39494.61,USD,OR
27117,462,2023-03-06,27548.95,USD,OR
27118,2480,2023-03-06,47552.41,USD,OR
27119,2689,2023-03-06,28696.28,USD,OR
27120,874,2023-03-06,38672.75,USD,OR
27121,4015,2023-03-06,15135.27,USD,OR
27122,1070,2023-03-06,183627.95,USD,OR
27123,4285,2023-03-06,64027.03,USD,OR
27124,1589,2023-03-06,39046.43,USD,OR
27125,2817,2023-03-06,9018.14,USD,OR
27126,1174,2023-03-06,9471.35,USD,OR
27127,4782,2023-03-06,39602.65,USD,OR
27128,528,2023-03-06,153263.97,USD,OR
27129,106,2023-03-06,16586.14,USD,OR
27130,3882,2023-03-06,51414.88,USD,OR
27131,1879,2023-03-06,23128.68,USD,OR
27132,3499,2023-03-06,97861.96,USD,OR
27133,2926,2023-03-06,23116.07,USD,OR
27134,3608,2023-03-06,9040.33,USD,OR
27135,2601,2023-03-06,40067.57,USD,OR
27136,1614,2023-03-06,49380.95,USD,OR
27137,809,2023-03-06,10869.39,USD,OR
27138,1416,2023-03-06,78544.6,USD,OR
27139,3751,2023-03-06,40351.96,USD,OR
27140,3502,2023-03-06,66305.01,USD,OR
27141,1547,2023-03-06,63812.72,USD,OR
27142,1685,2023-03-06,39336.92,USD,OR
27143,798,2023-03-06,13060.21,USD,OR
27144,1204,2023-03-06,106560.65,USD,OR
27145,2426,2023-03-06,45877.53,USD,OR
27146,2675,2023-03-06,67122.99,USD,OR
27147,1915,2023-03-06,31681.48,USD,OR
27148,404,2023-03-06,38869.52,USD,OR
27149,3619,2023-03-06,63648.64,USD,OR
27150,902,2023-03-06,67658.06,USD,OR
27151,551,2023-03-06,141941.38,USD,OR
27152,534,2023-03-06,84881.3,USD,OR
27153,2329,2023-03-06,44070.91,USD,OR
27154,2311,2023-03-06,40817.07,USD,OR
27155,3376,2023-03-06,24526.02,USD,OR
27156,2064,2023-03-06,32263.57,USD,OR
27157,495,2023-03-07,26818.81,USD,OR
27158,3058,2023-03-07,54899.17,USD,OR
27159,2094,2023-03-07,19855.05,USD,OR
27160,4099,2023-03-07,15228.87,USD,OR
27161,975,2023-03-07,28103.01,USD,OR
27162,1887,2023-03-07,113906.1,USD,OR
27163,435,2023-03-07,77290.91,USD,OR
27164,4892,2023-03-07,13368.38,USD,OR
27165,2318,2023-03-07,99700.71,USD,OR
27166,2306,2023-03-07,17738.01,USD,OR
27167,3050,2023-03-07,38274.87,USD,OR
27168,3927,2023-03-07,24951.28,USD,OR
27169,2137,2023-03-07,49558.59,USD,OR
27170,3502,2023-03-07,90221.55,USD,OR
27171,2719,2023-03-07,74705.11,USD,OR
27172,4294,2023-03-07,40361.38,USD,OR
27173,4612,2023-03-07,81910.24,USD,OR
27174,2759,2023-03-07,49949.99,USD,OR
27175,1803,2023-03-07,90064.07,USD,OR
27176,4428,2023-03-07,20738.57,USD,OR
27177,480,2023-03-07,47038.22,USD,OR
27178,2858,2023-03-07,48615.81,USD,OR
27179,2890,2023-03-07,6578.52,USD,OR
27180,3706,2023-03-07,53887.4,USD,OR
27181,1779,2023-03-07,75486.82,USD,OR
27182,57,2023-03-07,92061.16,USD,OR
27183,1696,2023-03-07,811918.88,USD,OR
27184,2459,2023-03-07,44789.8,USD,OR
27185,4024,2023-03-07,12643.97,USD,OR
27186,2816,2023-03-07,214834.86,USD,OR
27187,4026,2023-03-07,78860.33,USD,OR
27188,4945,2023-03-07,22548.3,USD,OR
27189,1685,2023-03-07,22862.31,USD,OR
27190,564,2023-03-07,26810.41,USD,OR
27191,1037,2023-03-07,68571.14,USD,OR
27192,3963,2023-03-07,50322.83,USD,OR
27193,515,2023-03-07,130122.39,USD,OR
27194,2645,2023-03-07,14490.24,USD,OR
27195,3874,2023-03-07,7004.56,USD,OR
27196,1467,2023-03-07,42934.29,USD,OR
27197,3869,2023-03-07,20404.65,USD,OR
27198,1232,2023-03-07,110441.36,USD,OR
27199,4576,2023-03-08,22843.53,USD,OR
27200,3224,2023-03-08,74522.16,USD,OR
27201,3427,2023-03-08,6374.25,USD,OR
27202,1691,2023-03-08,30245.65,USD,OR
27203,3951,2023-03-08,53240.21,USD,OR
27204,1030,2023-03-08,47228.08,USD,OR
27205,1188,2023-03-08,22794.57,USD,OR
27206,1321,2023-03-08,39030.29,USD,OR
27207,2438,2023-03-08,48403.08,USD,OR
27208,1766,2023-03-08,10175.11,USD,OR
27209,316,2023-03-08,13713.24,USD,OR
27210,2346,2023-03-08,180497.11,USD,OR
27211,3837,2023-03-08,43233.47,USD,OR
27212,4329,2023-03-08,22616.5,USD,OR
27213,4442,2023-03-08,21767.26,USD,OR
27214,631,2023-03-08,115400.73,USD,OR
27215,1308,2023-03-08,34225.71,USD,OR
27216,1681,2023-03-08,44273.75,USD,OR
27217,56,2023-03-08,48010.21,USD,OR
27218,1296,2023-03-08,21514.66,USD,OR
27219,2703,2023-03-08,35702.36,USD,OR
27220,4633,2023-03-08,68380.31,USD,OR
27221,3615,2023-03-08,54888.43,USD,OR
27222,3370,2023-03-08,154826.49,USD,OR
27223,1196,2023-03-08,755212.62,USD,OR
27224,4670,2023-03-08,207536.75,USD,OR
27225,4611,2023-03-08,95266.1,USD,OR
27226,1079,2023-03-08,70678.44,USD,OR
27227,1033,2023-03-08,26022.97,USD,OR
27228,4517,2023-03-08,34671.41,USD,OR
27229,3531,2023-03-08,14112.52,USD,OR
27230,4115,2023-03-08,84397.08,USD,OR
27231,3709,2023-03-09,40815.66,USD,OR
27232,2726,2023-03-09,44783.68,USD,OR
27233,3758,2023-03-09,10143.53,USD,OR
27234,334,2023-03-09,20972.11,USD,OR
27235,4761,2023-03-09,59673.32,USD,OR
27236,1708,2023-03-09,22096.42,USD,OR
27237,4864,2023-03-09,82673.05,USD,OR
27238,3664,2023-03-09,41113.85,USD,OR
27239,482,2023-03-09,26326.64,USD,OR
27240,296,2023-03-09,16946.54,USD,OR
27241,1493,2023-03-09,17658.18,USD,OR
27242,245,2023-03-09,73366.56,USD,OR
27243,1642,2023-03-09,10019.18,USD,OR
27244,3236,2023-03-09,25570.88,USD,OR
27245,1177,2023-03-09,78139.19,USD,OR
27246,4914,2023-03-09,11610.49,USD,OR
27247,2419,2023-03-09,13205.47,USD,OR
27248,830,2023-03-09,51321.73,USD,OR
27249,3316,2023-03-09,52832.0,USD,OR
27250,2290,2023-03-09,80463.52,USD,OR
27251,2436,2023-03-09,38555.24,USD,OR
27252,4831,2023-03-09,13684.52,USD,OR
27253,830,2023-03-09,46348.19,USD,OR
27254,4098,2023-03-09,59219.83,USD,OR
27255,351,2023-03-09,76736.28,USD,OR
27256,2707,2023-03-10,67368.31,USD,OR
27257,3236,2023-03-10,27351.4,USD,OR
27258,1380,2023-03-10,29717.36,USD,OR
27259,3070,2023-03-10,7939.18,USD,OR
27260,311,2023-03-10,8743.56,USD,OR
27261,2955,2023-03-10,19582.71,USD,OR
27262,3058,2023-03-10,63270.44,USD,OR
27263,1003,2023-03-10,101971.63,USD,OR
27264,1105,2023-03-10,27947.05,USD,OR
27265,3568,2023-03-10,50654.42,USD,OR
27266,2230,2023-03-10,6362.92,USD,OR
27267,1420,2023-03-10,7690.04,USD,OR
27268,3808,2023-03-10,21053.28,USD,OR
27269,4612,2023-03-10,110118.19,USD,OR
27270,614,2023-03-10,85822.32,USD,OR
27271,888,2023-03-10,45589.9,USD,OR
27272,4364,2023-03-10,69221.29,USD,OR
27273,964,2023-03-10,46618.91,USD,OR
27274,4354,2023-03-10,28992.54,USD,OR
27275,727,2023-03-10,119562.31,USD,OR
27276,999,2023-03-10,19411.28,USD,OR
27277,2886,2023-03-10,106763.13,USD,OR
27278,899,2023-03-10,43255.97,USD,OR
27279,645,2023-03-10,19838.4,USD,OR
27280,1579,2023-03-10,29621.06,USD,OR
27281,498,2023-03-10,12232.45,USD,OR
27282,511,2023-03-10,19516.44,USD,OR
27283,4570,2023-03-10,25727.8,USD,OR
27284,2912,2023-03-10,10211.24,USD,OR
27285,2262,2023-03-10,46761.83,USD,OR
27286,4047,2023-03-10,21293.16,USD,OR
27287,3951,2023-03-10,51252.59,USD,OR
27288,1232,2023-03-10,169710.14,USD,OR
27289,235,2023-03-10,32743.33,USD,OR
27290,4811,2023-03-10,46434.06,USD,OR
27291,3965,2023-03-10,78104.77,USD,OR
27292,4195,2023-03-10,17176.97,USD,OR
27293,2816,2023-03-10,219017.22,USD,OR
27294,405,2023-03-11,19029.2,USD,OR
27295,3560,2023-03-11,23942.32,USD,OR
27296,1196,2023-03-11,755199.75,USD,OR
27297,2344,2023-03-11,17631.05,USD,OR
27298,1332,2023-03-11,47095.45,USD,OR
27299,2065,2023-03-11,26845.02,USD,OR
27300,3122,2023-03-11,36002.68,USD,OR
27301,2165,2023-03-11,18946.43,USD,OR
27302,357,2023-03-11,32289.87,USD,OR
27303,42,2023-03-11,56017.79,USD,OR
27304,3874,2023-03-11,7190.2,USD,OR
27305,954,2023-03-11,58795.96,USD,OR
27306,4830,2023-03-11,8959.68,USD,OR
27307,3364,2023-03-11,8836.2,USD,OR
27308,3324,2023-03-11,47113.51,USD,OR
27309,1885,2023-03-11,79748.29,USD,OR
27310,491,2023-03-11,21256.98,USD,OR
27311,1594,2023-03-11,46000.91,USD,OR
27312,4403,2023-03-11,44724.9,USD,OR
27313,2101,2023-03-11,51888.08,USD,OR
27314,4572,2023-03-11,40509.68,USD,OR
27315,2630,2023-03-11,55716.6,USD,OR
27316,4283,2023-03-11,13195.87,USD,OR
27317,2837,2023-03-11,43932.19,USD,OR
27318,1428,2023-03-11,81120.63,USD,OR
27319,196,2023-03-11,28639.38,USD,OR
27320,3855,2023-03-11,117342.21,USD,OR
27321,3272,2023-03-11,27089.39,USD,OR
27322,975,2023-03-11,23989.29,USD,OR
27323,3285,2023-03-11,50920.86,USD,OR
27324,3249,2023-03-11,217101.99,USD,OR
27325,4084,2023-03-11,7792.49,USD,OR
27326,2456,2023-03-11,36443.74,USD,OR
27327,1318,2023-03-11,24320.69,USD,OR
27328,1738,2023-03-11,42939.38,USD,OR
27329,2302,2023-03-12,12043.48,USD,OR
27330,4677,2023-03-12,17127.2,USD,OR
27331,719,2023-03-12,11313.71,USD,OR
27332,2111,2023-03-12,102156.61,USD,OR
27333,2703,2023-03-12,33587.15,USD,OR
27334,4540,2023-03-12,24906.78,USD,OR
27335,57,2023-03-12,52895.89,USD,OR
27336,1594,2023-03-12,36959.04,USD,OR
27337,4815,2023-03-12,2947.46,USD,OR
27338,1926,2023-03-12,11752.72,USD,OR
27339,3478,2023-03-12,22426.68,USD,OR
27340,3431,2023-03-12,13766.58,USD,OR
27341,663,2023-03-12,37614.22,USD,OR
27342,1274,2023-03-12,50484.26,USD,OR
27343,3446,2023-03-12,36719.89,USD,OR
27344,3972,2023-03-12,9538.03,USD,OR
27345,623,2023-03-12,14516.5,USD,OR
27346,4573,2023-03-12,24503.28,USD,OR
27347,1956,2023-03-12,130135.04,USD,OR
27348,4165,2023-03-12,69330.48,USD,OR
27349,4111,2023-03-12,10590.14,USD,OR
27350,4499,2023-03-12,85780.36,USD,OR
27351,1776,2023-03-12,27349.62,USD,OR
27352,4303,2023-03-12,25001.52,USD,OR
27353,3528,2023-03-12,291997.05,USD,OR
27354,4303,2023-03-12,26875.93,USD,OR
27355,2498,2023-03-12,94529.43,USD,OR
27356,473,2023-03-12,65164.97,USD,OR
27357,419,2023-03-12,42699.5,USD,OR
27358,187,2023-03-12,11609.78,USD,OR
27359,1819,2023-03-12,32612.99,USD,OR
27360,3560,2023-03-12,23449.44,USD,OR
27361,1094,2023-03-12,49635.7,USD,OR
27362,4833,2023-03-12,10038.44,USD,OR
27363,132,2023-03-12,99075.99,USD,OR
27364,67,2023-03-12,27445.72,USD,OR
27365,2799,2023-03-12,104555.99,USD,OR
27366,1784,2023-03-12,38774.6,USD,OR
27367,181,2023-03-12,14503.9,USD,OR
27368,2624,2023-03-13,11564.5,USD,OR
27369,4089,2023-03-13,23710.42,USD,OR
27370,3793,2023-03-13,9972.26,USD,OR
27371,4021,2023-03-13,12262.54,USD,OR
27372,1335,2023-03-13,104895.05,USD,OR
27373,4720,2023-03-13,167446.54,USD,OR
27374,3528,2023-03-13,226262.6,USD,OR
27375,4176,2023-03-13,37433.94,USD,OR
27376,3881,2023-03-13,114648.06,USD,OR
27377,4163,2023-03-13,64968.74,USD,OR
27378,186,2023-03-13,36983.17,USD,OR
27379,4694,2023-03-13,18589.7,USD,OR
27380,4583,2023-03-13,7152.97,USD,OR
27381,2653,2023-03-13,11443.69,USD,OR
27382,3948,2023-03-13,30606.59,USD,OR
27383,3224,2023-03-13,123753.61,USD,OR
27384,4904,2023-03-13,52498.35,USD,OR
27385,3893,2023-03-13,86200.72,USD,OR
27386,4889,2023-03-13,49857.01,USD,OR
27387,314,2023-03-13,40642.71,USD,OR
27388,3004,2023-03-13,11651.91,USD,OR
27389,1035,2023-03-13,282996.19,USD,OR
27390,1824,2023-03-13,35443.26,USD,OR
27391,3436,2023-03-13,4376.68,USD,OR
27392,2378,2023-03-13,19942.42,USD,OR
27393,2790,2023-03-13,130670.23,USD,OR
27394,2241,2023-03-13,49773.83,USD,OR
27395,4531,2023-03-13,21107.71,USD,OR
27396,453,2023-03-13,42512.53,USD,OR
27397,4325,2023-03-13,21576.54,USD,OR
27398,3303,2023-03-13,11408.64,USD,OR
27399,4578,2023-03-14,30829.05,USD,OR
27400,2645,2023-03-14,12947.87,USD,OR
27401,2688,2023-03-14,28864.27,USD,OR
27402,3072,2023-03-14,39864.86,USD,OR
27403,2895,2023-03-14,222391.68,USD,OR
